id,name,price,category,image,rating,description
579,耐克运动鞋,1527.11,sports,https://picsum.photos/seed/579/400/300,4.3,【产品特色】耐克运动鞋，冰感速干，透气排汗适合健身…
580,旺仔功能饮料,69.23,food,https://picsum.photos/seed/580/400/300,4,【产品特色】旺仔功能饮料，松软香甜，早餐点心下午茶…
581,方太电压力锅,2060.47,home,https://picsum.photos/seed/581/400/300,4.2,【产品特色】方太电压力锅，除菌除螨，静音变频节能…
582,SK-II口红,1451.97,cosmetics,https://picsum.photos/seed/582/400/300,4.1,【产品特色】SK-II口红，紧致淡纹，保湿锁水适合熟龄肌…
583,雅漾面霜,1819.63,cosmetics,https://picsum.photos/seed/583/400/300,4.8,【产品特色】雅漾面霜，补水不黏腻，维稳肌肤状态…
584,迪奥眼霜,1430.4,cosmetics,https://picsum.photos/seed/584/400/300,4,【产品特色】迪奥眼霜，提亮修护，深入肌底促吸收…
585,三只松鼠酸酸乳,48.44,food,https://picsum.photos/seed/585/400/300,4.8,【产品特色】三只松鼠酸酸乳，大颗粒入味，口感酥脆不脏手…
586,SK-II喷雾,757.4,cosmetics,https://picsum.photos/seed/586/400/300,4.1,【产品特色】SK-II喷雾，定妆控油，细腻不卡粉…
587,匡威运动鞋,1149.45,sports,https://picsum.photos/seed/587/400/300,4.7,【产品特色】匡威运动鞋，高弹性拍框，适合初学者…
588,香奈儿面霜,303.34,cosmetics,https://picsum.photos/seed/588/400/300,4,【产品特色】香奈儿面霜，定妆控油，细腻不卡粉…
589,李宁运动T恤,1125.36,sports,https://picsum.photos/seed/589/400/300,4.9,【产品特色】李宁运动T恤，-10℃保暖，轻便易收纳…
590,科颜氏爽肤水,1246.78,cosmetics,https://picsum.photos/seed/590/400/300,4.8,【产品特色】科颜氏爽肤水，淡化黑眼圈，紧致眼周肌肤…
591,统一坚果礼包,26.55,food,https://picsum.photos/seed/591/400/300,4.8,【产品特色】统一坚果礼包，大块牛肉粒，汤汁浓郁方便速食…
592,彪马运动袜,1643.76,sports,https://picsum.photos/seed/592/400/300,4.4,【产品特色】彪马运动袜，抗菌吸汗，缓冲减震保护脚部…
593,徐福记功能饮料,30.59,food,https://picsum.photos/seed/593/400/300,4.2,【产品特色】徐福记功能饮料，大块牛肉粒，汤汁浓郁方便速食…
594,老板电热水壶,1787.05,home,https://picsum.photos/seed/594/400/300,4,【产品特色】老板电热水壶，多档风速，定时摇头送风广…
595,海蓝之谜口红,1387.1,cosmetics,https://picsum.photos/seed/595/400/300,4.6,【产品特色】海蓝之谜口红，舒缓敏感肌，补水定妆双用…
596,小米破壁机,1645.51,home,https://picsum.photos/seed/596/400/300,4.2,【产品特色】小米破壁机，除甲醛雾霾，智能联网控制…
597,小米空调,1760.84,home,https://picsum.photos/seed/597/400/300,4.5,【产品特色】小米空调，多档风速，定时摇头送风广…
598,迪奥口红,445.29,cosmetics,https://picsum.photos/seed/598/400/300,4.1,【产品特色】迪奥口红，补水不黏腻，维稳肌肤状态…
599,三只松鼠酸酸乳,32.32,food,https://picsum.photos/seed/599/400/300,4.4,【产品特色】三只松鼠酸酸乳，巧克力夹心，扭一扭泡一泡…
600,兰蔻粉底液,1823.26,cosmetics,https://picsum.photos/seed/600/400/300,4.2,【产品特色】兰蔻粉底液，淡化黑眼圈，紧致眼周肌肤…
601,探路者运动袜,1972.28,sports,https://picsum.photos/seed/601/400/300,4.8,【产品特色】探路者运动袜，防水防风，适合登山露营…
602,奥利奥辣条,30.15,food,https://picsum.photos/seed/602/400/300,4.2,【产品特色】奥利奥辣条，草莓味酸甜可口，饭后解腻…
603,彪马运动鞋,1109.75,sports,https://picsum.photos/seed/603/400/300,4.2,【产品特色】彪马运动鞋，缓震透气，适合长跑与日常通勤…
604,蒙牛坚果礼包,76.25,food,https://picsum.photos/seed/604/400/300,4.9,【产品特色】蒙牛坚果礼包，薄脆鲜香，追剧必备零食…
605,松下微波炉,1907.74,home,https://picsum.photos/seed/605/400/300,4.3,【产品特色】松下微波炉，多档风速，定时摇头送风广…
606,纪梵希隔离霜,971.13,cosmetics,https://picsum.photos/seed/606/400/300,4.4,【产品特色】纪梵希隔离霜，舒缓补水，调节肌肤水油平衡…
607,科颜氏粉底液,985.76,cosmetics,https://picsum.photos/seed/607/400/300,4.2,【产品特色】科颜氏粉底液，淡化黑眼圈，紧致眼周肌肤…
608,迪卡侬运动短裤,1574.82,sports,https://picsum.photos/seed/608/400/300,4,【产品特色】迪卡侬运动短裤，冰感速干，透气排汗适合健身…
609,香奈儿口红,858.2,cosmetics,https://picsum.photos/seed/609/400/300,4.6,【产品特色】香奈儿口红，定妆控油，细腻不卡粉…
610,小米电热水壶,2964.69,home,https://picsum.photos/seed/610/400/300,4,【产品特色】小米电热水壶，细腻研磨豆浆/米糊，低音不扰眠…
611,洽洽酸酸乳,16.15,food,https://picsum.photos/seed/611/400/300,4.1,【产品特色】洽洽酸酸乳，草莓味酸甜可口，饭后解腻…
612,飞利浦微波炉,2731.78,home,https://picsum.photos/seed/612/400/300,4.6,【产品特色】飞利浦微波炉，除菌除螨，静音变频节能…
613,耐克睡袋,519.01,sports,https://picsum.photos/seed/613/400/300,4.8,【产品特色】耐克睡袋，防水防风，适合登山露营…
614,红牛牛奶,16.62,food,https://picsum.photos/seed/614/400/300,4.8,【产品特色】红牛牛奶，巧克力夹心，扭一扭泡一泡…
615,老板洗衣机,2390.92,home,https://picsum.photos/seed/615/400/300,4.7,【产品特色】老板洗衣机，上下独立控温，烘焙蛋糕披萨…
616,徐福记坚果礼包,68.72,food,https://picsum.photos/seed/616/400/300,4.7,【产品特色】徐福记坚果礼包，草莓味酸甜可口，饭后解腻…
617,迪奥粉底液,414.85,cosmetics,https://picsum.photos/seed/617/400/300,4.7,【产品特色】迪奥粉底液，补水不黏腻，维稳肌肤状态…
618,科颜氏喷雾,1808.39,cosmetics,https://picsum.photos/seed/618/400/300,4.2,【产品特色】科颜氏喷雾，紧致淡纹，保湿锁水适合熟龄肌…
619,资生堂隔离霜,587.32,cosmetics,https://picsum.photos/seed/619/400/300,4.6,【产品特色】资生堂隔离霜，显白不挑皮，持久显色…
620,兰蔻精华液,622.02,cosmetics,https://picsum.photos/seed/620/400/300,4.6,【产品特色】兰蔻精华液，提亮修护，深入肌底促吸收…
621,安踏睡袋,1497.89,sports,https://picsum.photos/seed/621/400/300,4.3,【产品特色】安踏睡袋，6mm加厚，减震隔音不硌身…
622,小米洗衣机,1048.73,home,https://picsum.photos/seed/622/400/300,4.6,【产品特色】小米洗衣机，多档风速，定时摇头送风广…
623,北面睡袋,1987.88,sports,https://picsum.photos/seed/623/400/300,4.7,【产品特色】北面睡袋，大容量分层，背负系统减负…
624,哥伦比亚运动鞋,452.26,sports,https://picsum.photos/seed/624/400/300,4.9,【产品特色】哥伦比亚运动鞋，6mm加厚，减震隔音不硌身…
625,飞利浦电压力锅,1120.95,home,https://picsum.photos/seed/625/400/300,4.8,【产品特色】飞利浦电压力锅，一级能效，静音制冷制热快…
626,哥伦比亚冲锋裤,1868.49,sports,https://picsum.photos/seed/626/400/300,4.1,【产品特色】哥伦比亚冲锋裤，宽松速干，适合篮球健身训练…
627,资生堂眼霜,1590.35,cosmetics,https://picsum.photos/seed/627/400/300,4.6,【产品特色】资生堂眼霜，紧致淡纹，保湿锁水适合熟龄肌…
628,迪奥眼霜,646.49,cosmetics,https://picsum.photos/seed/628/400/300,4.6,【产品特色】迪奥眼霜，提亮修护，深入肌底促吸收…
629,九阳电烤箱,1510.44,home,https://picsum.photos/seed/629/400/300,4.4,【产品特色】九阳电烤箱，细腻研磨豆浆/米糊，低音不扰眠…
630,兰芝隔离霜,125.65,cosmetics,https://picsum.photos/seed/630/400/300,4.5,【产品特色】兰芝隔离霜，舒缓补水，调节肌肤水油平衡…
631,乐事牛奶,14.98,food,https://picsum.photos/seed/631/400/300,4.7,【产品特色】乐事牛奶，松软香甜，早餐点心下午茶…
632,SK-II面霜,1948.29,cosmetics,https://picsum.photos/seed/632/400/300,4.8,【产品特色】SK-II面霜，舒缓补水，调节肌肤水油平衡…
633,苏泊尔冰箱,1411.27,home,https://picsum.photos/seed/633/400/300,4.2,【产品特色】苏泊尔冰箱，激光导航，自动回充洗拖布…
634,哥伦比亚睡袋,1226.44,sports,https://picsum.photos/seed/634/400/300,4.2,【产品特色】哥伦比亚睡袋，6mm加厚，减震隔音不硌身…
635,九阳电饭煲,1603.61,home,https://picsum.photos/seed/635/400/300,4.4,【产品特色】九阳电饭煲，静音节能不占地，冷藏保鲜…
636,雅漾隔离霜,1551.33,cosmetics,https://picsum.photos/seed/636/400/300,4.2,【产品特色】雅漾隔离霜，定妆控油，细腻不卡粉…
637,格力破壁机,1561.76,home,https://picsum.photos/seed/637/400/300,4.6,【产品特色】格力破壁机，快速烧开水，自动断电防干烧…
638,雅漾粉底液,185.81,cosmetics,https://picsum.photos/seed/638/400/300,4.2,【产品特色】雅漾粉底液，补水不黏腻，维稳肌肤状态…
639,资生堂散粉,806.75,cosmetics,https://picsum.photos/seed/639/400/300,4.1,【产品特色】资生堂散粉，舒缓敏感肌，补水定妆双用…
640,兰蔻散粉,761.78,cosmetics,https://picsum.photos/seed/640/400/300,4.7,【产品特色】兰蔻散粉，补水不黏腻，维稳肌肤状态…
641,彪马运动鞋,1552.58,sports,https://picsum.photos/seed/641/400/300,4.6,【产品特色】彪马运动鞋，防水防风，适合登山露营…
642,彪马运动T恤,1759.73,sports,https://picsum.photos/seed/642/400/300,4.5,【产品特色】彪马运动T恤，防水防风，适合登山露营…
643,伊利牛奶,19.05,food,https://picsum.photos/seed/643/400/300,4.9,【产品特色】伊利牛奶，薄脆鲜香，追剧必备零食…
644,洽洽薯片,76.2,food,https://picsum.photos/seed/644/400/300,4.4,【产品特色】洽洽薯片，弱碱性天然水，家庭办公饮用水…
645,松下微波炉,1424.37,home,https://picsum.photos/seed/645/400/300,4.2,【产品特色】松下微波炉，上下独立控温，烘焙蛋糕披萨…
646,迪奥爽肤水,905.01,cosmetics,https://picsum.photos/seed/646/400/300,4.4,【产品特色】迪奥爽肤水，定妆控油，细腻不卡粉…
647,飞利浦电压力锅,677.59,home,https://picsum.photos/seed/647/400/300,4.8,【产品特色】飞利浦电压力锅，除菌除螨，静音变频节能…
648,海尔洗衣机,2568.26,home,https://picsum.photos/seed/648/400/300,4.5,【产品特色】海尔洗衣机，上下独立控温，烘焙蛋糕披萨…
649,农夫山泉沙琪玛,15.66,food,https://picsum.photos/seed/649/400/300,4.1,【产品特色】农夫山泉沙琪玛，大块牛肉粒，汤汁浓郁方便速食…
650,倩碧爽肤水,519.56,cosmetics,https://picsum.photos/seed/650/400/300,4.6,【产品特色】倩碧爽肤水，显白不挑皮，持久显色…
651,耐克睡袋,850.44,sports,https://picsum.photos/seed/651/400/300,4,【产品特色】耐克睡袋，-10℃保暖，轻便易收纳…
652,小米落地扇,803.44,home,https://picsum.photos/seed/652/400/300,4.1,【产品特色】小米落地扇，多档风速，定时摇头送风广…
653,奥利奥牛肉面,87.46,food,https://picsum.photos/seed/653/400/300,4.1,【产品特色】奥利奥牛肉面，酸爽开胃，泡面搭档火腿肠…
654,资生堂散粉,1765.35,cosmetics,https://picsum.photos/seed/654/400/300,4.2,【产品特色】资生堂散粉，舒缓补水，调节肌肤水油平衡…
655,阿迪达斯睡袋,309.62,sports,https://picsum.photos/seed/655/400/300,4.4,【产品特色】阿迪达斯睡袋，抗菌吸汗，缓冲减震保护脚部…
656,松下电热水壶,2066.12,home,https://picsum.photos/seed/656/400/300,4.8,【产品特色】松下电热水壶，除甲醛雾霾，智能联网控制…
657,方太空气净化器,1469.2,home,https://picsum.photos/seed/657/400/300,4.9,【产品特色】方太空气净化器，激光导航，自动回充洗拖布…
658,松下冰箱,2454.6,home,https://picsum.photos/seed/658/400/300,4,【产品特色】松下冰箱，快速烧开水，自动断电防干烧…
659,北面睡袋,1455.55,sports,https://picsum.photos/seed/659/400/300,4.8,【产品特色】北面睡袋，宽松速干，适合篮球健身训练…
660,迪卡侬运动鞋,1276.27,sports,https://picsum.photos/seed/660/400/300,4.7,【产品特色】迪卡侬运动鞋，冰感速干，透气排汗适合健身…
661,迪卡侬羽毛球,1131.31,sports,https://picsum.photos/seed/661/400/300,4.4,【产品特色】迪卡侬羽毛球，高弹性拍框，适合初学者…
662,耐克运动T恤,1089.73,sports,https://picsum.photos/seed/662/400/300,4.1,【产品特色】耐克运动T恤，耐打稳定，适合日常训练…
663,安踏羽毛球拍,423.28,sports,https://picsum.photos/seed/663/400/300,4.6,【产品特色】安踏羽毛球拍，高弹性拍框，适合初学者…
664,海尔电压力锅,2986.64,home,https://picsum.photos/seed/664/400/300,4.1,【产品特色】海尔电压力锅，快速加热，解冻杀菌多功能一体…
665,康师傅功能饮料,22.23,food,https://picsum.photos/seed/665/400/300,4.4,【产品特色】康师傅功能饮料，香甜浓郁，含乳量高，童年经典口味…
666,康师傅沙琪玛,69.64,food,https://picsum.photos/seed/666/400/300,4.9,【产品特色】康师傅沙琪玛，颗粒饱满，每日坚果补充营养…
667,洽洽矿泉水,61.35,food,https://picsum.photos/seed/667/400/300,4.8,【产品特色】洽洽矿泉水，薄脆鲜香，追剧必备零食…
668,伊利牛奶,86.32,food,https://picsum.photos/seed/668/400/300,4.2,【产品特色】伊利牛奶，香辣入味，休闲解馋小零食…
669,雅漾爽肤水,1594.24,cosmetics,https://picsum.photos/seed/669/400/300,4.1,【产品特色】雅漾爽肤水，定妆控油，细腻不卡粉…
670,香奈儿乳液,852.69,cosmetics,https://picsum.photos/seed/670/400/300,4.2,【产品特色】香奈儿乳液，舒缓敏感肌，补水定妆双用…
671,资生堂面霜,1294.48,cosmetics,https://picsum.photos/seed/671/400/300,4.2,【产品特色】资生堂面霜，舒缓补水，调节肌肤水油平衡…
672,科颜氏精华液,1878.04,cosmetics,https://picsum.photos/seed/672/400/300,4.2,【产品特色】科颜氏精华液，舒缓敏感肌，补水定妆双用…
673,洽洽功能饮料,58.55,food,https://picsum.photos/seed/673/400/300,4.8,【产品特色】洽洽功能饮料，松软香甜，早餐点心下午茶…
674,美的电烤箱,2351.57,home,https://picsum.photos/seed/674/400/300,4.2,【产品特色】美的电烤箱，除菌除螨，静音变频节能…
675,松下空调,2904.98,home,https://picsum.photos/seed/675/400/300,4.5,【产品特色】松下空调，除甲醛雾霾，智能联网控制…
676,迪奥喷雾,577.62,cosmetics,https://picsum.photos/seed/676/400/300,4.3,【产品特色】迪奥喷雾，提亮修护，深入肌底促吸收…
677,香奈儿眼霜,1319.84,cosmetics,https://picsum.photos/seed/677/400/300,4.6,【产品特色】香奈儿眼霜，舒缓敏感肌，补水定妆双用…
678,红牛坚果礼包,32.87,food,https://picsum.photos/seed/678/400/300,4.1,【产品特色】红牛坚果礼包，颗粒饱满，每日坚果补充营养…
679,松下扫地机器人,2164.51,home,https://picsum.photos/seed/679/400/300,4.6,【产品特色】松下扫地机器人，激光导航，自动回充洗拖布…
680,美的电饭煲,1397.3,home,https://picsum.photos/seed/680/400/300,4.7,【产品特色】美的电饭煲，除甲醛雾霾，智能联网控制…
681,SK-II口红,568.96,cosmetics,https://picsum.photos/seed/681/400/300,4.8,【产品特色】SK-II口红，舒缓补水，调节肌肤水油平衡…
682,红牛酸酸乳,64.41,food,https://picsum.photos/seed/682/400/300,4.4,【产品特色】红牛酸酸乳，松软香甜，早餐点心下午茶…
683,红牛矿泉水,60.92,food,https://picsum.photos/seed/683/400/300,4,【产品特色】红牛矿泉水，草莓味酸甜可口，饭后解腻…
684,老板落地扇,2543.58,home,https://picsum.photos/seed/684/400/300,4.7,【产品特色】老板落地扇，柴火饭模式，智能预约保温…
685,彪马运动T恤,401.32,sports,https://picsum.photos/seed/685/400/300,4.8,【产品特色】彪马运动T恤，抗菌吸汗，缓冲减震保护脚部…
686,九阳电热水壶,702.82,home,https://picsum.photos/seed/686/400/300,4.4,【产品特色】九阳电热水壶，除甲醛雾霾，智能联网控制…
687,伊利辣条,69.35,food,https://picsum.photos/seed/687/400/300,4.5,【产品特色】伊利辣条，巧克力夹心，扭一扭泡一泡…
688,匡威运动短裤,701.22,sports,https://picsum.photos/seed/688/400/300,4.2,【产品特色】匡威运动短裤，宽松速干，适合篮球健身训练…
689,方太空调,2932.59,home,https://picsum.photos/seed/689/400/300,4.4,【产品特色】方太空调，除甲醛雾霾，智能联网控制…
690,海尔电饭煲,2057.54,home,https://picsum.photos/seed/690/400/300,4.5,【产品特色】海尔电饭煲，柴火饭模式，智能预约保温…
691,老板落地扇,508.99,home,https://picsum.photos/seed/691/400/300,4.3,【产品特色】老板落地扇，多档风速，定时摇头送风广…
692,迪卡侬瑜伽垫,686.7,sports,https://picsum.photos/seed/692/400/300,4.2,【产品特色】迪卡侬瑜伽垫，6mm加厚，减震隔音不硌身…
693,北面运动鞋,579.13,sports,https://picsum.photos/seed/693/400/300,4.7,【产品特色】北面运动鞋，抗菌吸汗，缓冲减震保护脚部…
694,李宁睡袋,487.87,sports,https://picsum.photos/seed/694/400/300,4.3,【产品特色】李宁睡袋，缓震透气，适合长跑与日常通勤…
695,耐克运动短裤,1839.07,sports,https://picsum.photos/seed/695/400/300,4.2,【产品特色】耐克运动短裤，-10℃保暖，轻便易收纳…
696,格力电压力锅,954.69,home,https://picsum.photos/seed/696/400/300,4,【产品特色】格力电压力锅，静音节能不占地，冷藏保鲜…
697,红牛夹心饼干,83.98,food,https://picsum.photos/seed/697/400/300,4.8,【产品特色】红牛夹心饼干，松软香甜，早餐点心下午茶…
698,耐克羽毛球,575.98,sports,https://picsum.photos/seed/698/400/300,4.4,【产品特色】耐克羽毛球，宽松速干，适合篮球健身训练…
699,哥伦比亚运动短裤,1488.33,sports,https://picsum.photos/seed/699/400/300,4.4,【产品特色】哥伦比亚运动短裤，6mm加厚，减震隔音不硌身…
700,北面羽毛球拍,1033.59,sports,https://picsum.photos/seed/700/400/300,4.3,【产品特色】北面羽毛球拍，高弹性拍框，适合初学者…
701,乐事酸酸乳,63.01,food,https://picsum.photos/seed/701/400/300,4.8,【产品特色】乐事酸酸乳，香辣入味，休闲解馋小零食…
702,小米落地扇,1831.93,home,https://picsum.photos/seed/702/400/300,4.3,【产品特色】小米落地扇，一级能效，静音制冷制热快…
703,阿迪达斯瑜伽垫,1723.11,sports,https://picsum.photos/seed/703/400/300,4.8,【产品特色】阿迪达斯瑜伽垫，防水防风，适合登山露营…
704,探路者运动短裤,1530.62,sports,https://picsum.photos/seed/704/400/300,4.2,【产品特色】探路者运动短裤，大容量分层，背负系统减负…
